Taxon	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
aa9955d3ac6db018b1ecba007eee795c	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAABRT01; s__JAABRT01 sp011390935	0	0	0	0	0	0	0	0	0	0	0	0	91	0
08ba85bcb1789dc2680405d7326b3094	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae; g__Ensifer_A_499891; s__Ensifer_A_499891 adhaerens	0	90	0	0	0	0	0	0	0	0	0	0	0	0
e75b742ad42aadcad7a665a27808d3b1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	90	0	0	0	0	0	0	0	0	0	0	0
935ffaa1559ccfa976e826eab2feb396	d__Bacteria	0	0	90	0	0	0	0	0	0	0	0	0	0	0
4bb7f11f0ef757669753137bbb9bc3be	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Micropepsis; s__Micropepsis pineolensis	0	0	0	90	0	0	0	0	0	0	0	0	0	0
febeac142e15184c89638c91a2ca2b10	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales	0	0	0	0	0	0	90	0	0	0	0	0	0	0
a95a532f11f30371659e1c7e48dca60d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0	0	0	0	0	0	0	0	0	0	90	0	0	0
adad15abada7a4a717332453daaa4bfc	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	89	0	0	0	0	0	0	0	0	0	0	0	0	0
5f79032f8172ffcd53c5a7530dad6919	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__Tundrisphaera lichenicola	0	89	0	0	0	0	0	0	0	0	0	0	0	0
b599a0529efb9a2b79a5f601a5e24f35	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Fen-178; s__	0	89	0	0	0	0	0	0	0	0	0	0	0	0
fb8eed28e128f61fa110f2837bce7f8e	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae	0	0	0	89	0	0	0	0	0	0	0	0	0	0
aa01b000124f94283e590ae3fa49f63c	d__Bacteria	0	0	0	0	0	89	0	0	0	0	0	0	0	0
45b6e999cffc6dfc13fe891feae2cf55	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	0	0	0	89	0	0	0	0	0	0	0
2077987f16ec85b65e96dea5f596d009	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	89	0	0	0	0
bc9ba77ed16a158e7dc900577f57259b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__JAJKJG01; s__JAJKJG01 sp000745135	0	0	0	0	0	0	0	0	0	0	0	89	0	0
3483513e4ec58c77ddb5346dbad881c1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Novosphingobium	0	0	0	0	0	0	0	0	0	0	0	0	89	0
89afc77712bc85facf1394f1538c686c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	88	0	0	0	0	0	0	0	0	0	0	0
e356024f9de363f240a9078984801f7b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827	0	0	0	0	0	88	0	0	0	0	0	0	0	0
e78cbe9822abf8b41fa669c7fe3ea221	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	88	0	0	0	0	0	0	0	0
753fa0c014a92fc122bfbb5a660c4dd4	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Jatrophihabitantaceae	0	0	0	0	0	0	0	0	0	0	0	0	88	0
6d14946186af41e928c832ffdf51d9ec	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	88
0c3987ea828eada5da5d0a88698325d5	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__GCA-2746885; s__	0	0	0	87	0	0	0	0	0	0	0	0	0	0
e19d63aecc0a6359a8c0cf10da3ea54e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae	0	0	0	0	87	0	0	0	0	0	0	0	0	0
4090b563a739d663cf33a2315f35561e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Rhizorhabdus	0	0	0	0	87	0	0	0	0	0	0	0	0	0
a9273170a3d995bc4e457332f196419c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	87	0	0	0	0	0	0	0	0
b879c95b7a0b34696443afb37b29654d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	0	0	87	0
ae2924d8cef5babadd91caed4707be7e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	87	0
621fe3237b7ea53e4820440705e83181	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	86	0	0	0	0	0	0	0	0	0	0	0	0	0
7ea109e03d5cd537425cdae84fbb93dc	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales; f__Baltobacteraceae; g__Rubrimentiphilum; s__	0	0	0	86	0	0	0	0	0	0	0	0	0	0
35877460aa0f0e43ae4079e57dba7156	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales	0	0	0	86	0	0	0	0	0	0	0	0	0	0
a6149c6a851d0eefb00ddb9912383fd5	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae	0	0	0	0	0	0	0	0	0	86	0	0	0	0
0f97c7e0fe34a76bb4fdaa8b9da4237c	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__; g__; s__	0	0	0	0	0	0	0	0	0	0	86	0	0	0
2665c2f910aef9e2b7d5b201b4a2fbf0	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Geminicoccales; f__Geminicoccaceae; g__Geminicoccus; s__Geminicoccus roseus	0	0	0	0	0	0	0	0	0	0	0	86	0	0
660ac5ab1868ba00fdf1887a5f73c147	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae	0	85	0	0	0	0	0	0	0	0	0	0	0	0
f5b792203f33d7e84c6a5003a0025f18	d__Bacteria; p__Bacteroidota; c__UBA10030; o__UBA10030; f__UBA8401; g__SXSI01; s__SXSI01 sp005792285	0	0	0	85	0	0	0	0	0	0	0	0	0	0
a40356c6da0a743d363304634f0ecf1e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	85	0	0	0	0	0	0	0	0	0	0
30cad81f15ed13b299ec33a9d0bbdaae	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Devosiaceae; g__Devosia_A_502124	0	0	0	0	85	0	0	0	0	0	0	0	0	0
6be97d120ba592c57a44752d5a0bf80e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	85	0	0	0	0	0	0	0	0
0a8d625bddba0645ce74a059748127d4	d__Bacteria	0	0	0	0	0	85	0	0	0	0	0	0	0	0
d762d35ce6154e25fa1ae5751d45901a	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Bog-375; s__	0	0	0	0	0	0	85	0	0	0	0	0	0	0
2500aea931c9368a8ea81c00e6a23e5e	d__Bacteria; p__Actinomycetota	0	0	0	0	0	0	85	0	0	0	0	0	0	0
f653e3eaba6abaa1f5ca238c999d4281	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Edaphobacter_415416	0	0	0	0	0	0	0	0	0	85	0	0	0	0
43579d637bf29b1571ce1e341b4e068d	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales; f__Baltobacteraceae; g__Elarobacter; s__	0	0	0	0	0	0	0	0	0	0	0	0	85	0
bab7df659055c50e9dd3b0351b9bb782	d__Bacteria	0	0	84	0	0	0	0	0	0	0	0	0	0	0
c79d23e930116b66cdbd2f5e6e50bb1e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	84	0	0	0	0	0	0	0	0	0	0	0
40cefd1dc61975bdd1c3bc6b7694655d	d__Bacteria	0	0	84	0	0	0	0	0	0	0	0	0	0	0
1d2da9e1d19994160bb41f2c07821bc9	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales	0	0	0	84	0	0	0	0	0	0	0	0	0	0
424dc23662163ed10141c289d402f3b8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Labraceae; g__Labrys	0	0	0	0	84	0	0	0	0	0	0	0	0	0
2d329a297c9e704e9b426ec442fd0b86	d__Bacteria; p__Cyanobacteriota; c__Chloroplast; o__; f__; g__; s__	0	0	0	0	0	84	0	0	0	0	0	0	0	0
107d8011a8f961856ecd8c1c8ffc691d	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Bog-375; s__	0	0	0	0	0	0	84	0	0	0	0	0	0	0
0e2d1331adbdaf2564b0f6ad85007308	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	84
d098c7dfdcf5eace62122482626dd335	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	83	0	0	0	0	0	0	0	0	0	0	0	0
b47e5ef3fdf47b62203b7150048cca37	d__Bacteria	0	0	83	0	0	0	0	0	0	0	0	0	0	0
3fbf0e0a3ec64ccca8adb2883a1db7a3	d__Bacteria	0	0	83	0	0	0	0	0	0	0	0	0	0	0
914c3c7a8aa15b829f5fbfaa12fb8d39	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__IMCC26256	0	0	0	83	0	0	0	0	0	0	0	0	0	0
78d36a10ef5980bb304c8e56278fa457	d__Bacteria; p__Patescibacteria; c__UBA1384; o__2-12-FULL-50-11; f__2-12-FULL-50-11; g__2-12-FULL-50-11; s__	0	0	0	83	0	0	0	0	0	0	0	0	0	0
da16f2a0f0587d1b0b5ad1c3f27af616	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae	0	0	0	0	0	0	83	0	0	0	0	0	0	0
87ff09d2970d2b03bfef95d77deb7176	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__UBA11657; g__; s__	0	0	0	0	0	0	83	0	0	0	0	0	0	0
106fd11eeb33a9d675126f726573da56	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__C7867-001 sp001781625	0	0	0	0	0	0	0	0	0	0	83	0	0	0
99e8c8c306cd0986d671217e885260e6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421	0	0	0	0	0	0	0	0	0	0	83	0	0	0
aa55ed6db31420cd6e25ac3a9c9faafa	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Granulicella_C_415415	0	0	0	0	0	0	0	0	0	0	0	0	83	0
bab576aff8f9199e2d09e2967b1a8a2c	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	83	0
9e4dc6bf1825f38cceca3308c652a066	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	83	0
dea1bf817b3e872cc84da1acd456951a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	83	0
ac1729f7537be50a1c1440db7372cfed	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	82	0	0	0	0	0	0	0	0	0	0
5c6906373e16fcaa9f909708bd73f8f4	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Micropepsis; s__Micropepsis pineolensis	0	0	0	82	0	0	0	0	0	0	0	0	0	0
f743ea421804fc114cfa35607cfd52c3	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541	0	0	0	82	0	0	0	0	0	0	0	0	0	0
c31a5590218a325bf1d28bf3ec4abf24	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA10212; g__21-14-0-10-47-8-A; s__	0	0	0	82	0	0	0	0	0	0	0	0	0	0
bc7450cca7c1be48d4ad5587166fd3af	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae; g__Ensifer_A_499891; s__Ensifer_A_499891 adhaerens	0	0	0	0	82	0	0	0	0	0	0	0	0	0
d35b3b8a7f1e49b251e9118a85211254	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__Nocardioides_A_392796 sp000364605	0	0	0	0	0	82	0	0	0	0	0	0	0	0
b85afede0721f061b6801ab0e372adf9	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales	0	0	0	0	0	0	82	0	0	0	0	0	0	0
9a28771e7515460c871406d3c6cecc61	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	0	0	82	0	0	0	0	0	0
0078d91cdcb8ba026478309a54e6c5f1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	82	0	0	0	0
8bb7aaa927729248d502e71ec9acd839	d__Bacteria; p__Armatimonadota; c__Abditibacteriia; o__Abditibacteriales; f__Abditibacteriaceae; g__Abditibacterium; s__	0	0	0	0	0	0	0	0	0	0	0	82	0	0
9468e9047065c6d2b88bd4e2fcd09d1a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	0	0	82	0
877b1e066893b9d077c6fa1df8451f85	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	82	0
ebe85407ca9ba838b49ea7eeaa83fb19	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia nasimurium	0	0	0	0	0	0	0	0	0	0	0	0	82	0
a99d70bf77dc61f7a61ec6f5a5fc9f85	d__Bacteria	0	0	81	0	0	0	0	0	0	0	0	0	0	0
398cfbc2e1ef19e30a92ed4b10ddd588	d__Bacteria	0	0	81	0	0	0	0	0	0	0	0	0	0	0
221174f657b7e8954e5a3d5f82ea67ff	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	81	0	0	0	0	0	0	0	0	0	0	0
bb3b118485c48b773b92d890c516466a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidocella	0	0	0	81	0	0	0	0	0	0	0	0	0	0
b81ee8a12b4b420939cd78c078f0d962	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__2-01-FULL-56-20; g__SURF-56; s__	0	0	0	81	0	0	0	0	0	0	0	0	0	0
75f982d1555d591444f30ce23aeddd0a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	81	0	0	0	0	0	0	0	0	0	0
2027532dc89a198b25d0fa57c46586ae	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingomonas_I; s__Sphingomonas_I crusticola	0	0	0	0	81	0	0	0	0	0	0	0	0	0
4e6fe452076f50f3614f30498941dfaf	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0	0	0	0	0	81	0	0	0	0	0	0	0	0
a4460bf39f9653cac51ed40ba9cc1713	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	81	0	0	0	0	0	0	0	0
0fa766f417dfbf17f4374dbefe4c374f	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796	0	0	0	0	0	0	0	0	0	0	0	81	0	0
08f4a8fb2f3519301a498e6ac79a41ed	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827	0	0	0	0	0	0	0	0	0	0	0	0	81	0
39ef99ddd6e1013ea1dd7dedbf120980	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	81	0
b0e758c7a71031c8acba3f77464024c6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	80	0	0	0	0	0	0	0	0	0	0	0	0
506e1af16d7e0b992ef890f82d20c174	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Friedmanniella	0	80	0	0	0	0	0	0	0	0	0	0	0	0
5af26f6f107cb98dae54989bb699555e	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae	0	80	0	0	0	0	0	0	0	0	0	0	0	0
34ae75cd43148d0adc8651beacff6090	d__Bacteria	0	0	80	0	0	0	0	0	0	0	0	0	0	0
896037234cb8d98b99a3cc20a432a2bb	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827	0	0	0	0	80	0	0	0	0	0	0	0	0	0
09e80fcfc0b269d2a27403a5ae0f54f8	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__Acidimicrobiaceae_401171; g__Acidiferrimicrobium	0	0	0	0	0	0	0	0	0	80	0	0	0	0
d13f8be7770185fdbe46d657d929db14	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Nakamurellaceae; g__Nakamurella	0	0	0	0	0	0	0	0	0	0	0	80	0	0
0754ad67d832e8d378614fa162126fe6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae; g__Rhizobium_C_501058	0	0	0	0	0	0	0	0	0	0	0	0	80	0
5d699d2827be86f0127de9d9c6f12d66	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria_563205	79	0	0	0	0	0	0	0	0	0	0	0	0	0
412b36f6aef236919004ae3490bacb7d	d__Bacteria; p__Cyanobacteriota; c__Chloroplast; o__; f__; g__; s__	79	0	0	0	0	0	0	0	0	0	0	0	0	0
5d3e9eb98d0a167f021f2b3f9659fba9	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	79	0	0	0	0	0	0	0	0	0	0	0	0
45babbd9deeb656e078c5e23e2447162	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	79	0	0	0	0	0	0	0	0
93b99fb6466e3cd3ed95c23e17c7b8eb	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Granulicella_C_415415; s__Granulicella_C_415415 sapmiensis	0	0	0	0	0	79	0	0	0	0	0	0	0	0
462405462d1a5b4b8d6b2032d470d440	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9	0	0	0	0	0	0	79	0	0	0	0	0	0	0
322a38fe6ecf9f5b7423a5c4f27377c5	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Koribacteraceae; g__Bog-257; s__	0	0	0	0	0	0	79	0	0	0	0	0	0	0
884b8c45d4738b0bf1283a4571688555	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	79	0
faee4a8087cda89aa5f7dc51d75f2721	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	0	0	79	0
2990363dc84f46803a191dbfb0c26854	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales_507929	0	0	0	78	0	0	0	0	0	0	0	0	0	0
c762ec3ddc9ec1848350eec6fc000a3d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0	0	0	0	78	0	0	0	0	0	0	0	0	0
fc331fc361ea9d6f606420b7fb0a4bec	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0	0	0	0	0	78	0	0	0	0	0	0	0	0
017e2531db1cd8a4bc8cceff677d77f8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales	0	0	0	0	0	78	0	0	0	0	0	0	0	0
09a90dfad8567065bc59af4efc71fb31	d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__GWC2-73-18	0	0	0	0	0	0	78	0	0	0	0	0	0	0
01707411dcf99b062a48eefaa0d236f9	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__EB88; s__EB88 sp003858395	0	0	0	0	0	0	0	0	0	78	0	0	0	0
52330ec9e75cd523cec00f5ccd2e3ea9	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	0	78	0	0	0
d8fb910a2fd2b79c6505bb9c84b6e0ac	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	78	0
19e1502d59cec6b01bb02b96a5378420	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	78	0
e6987c53750e52b27bf42c432887d242	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0	0	0	0	0	0	0	0	0	0	0	0	78	0
44dedf630ae8270a6543e71dae435c1b	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	78
453707b54a372100aa88518aeea0cee2	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	78
ca898626bd5ee0eb8b2f7c461fbe3c81	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae	0	77	0	0	0	0	0	0	0	0	0	0	0	0
f0fe78bbef7ce34de33a475014abcaa7	d__Bacteria	0	0	77	0	0	0	0	0	0	0	0	0	0	0
6eb9eb218e704a3bcf01ff3a3a7adb5a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__; g__; s__	0	0	0	77	0	0	0	0	0	0	0	0	0	0
8e02f9f644f8bb2f1e29429e2aabb96d	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0	0	0	0	0	77	0	0	0	0	0	0	0	0
a45cb4a8714bff9ab839a63296af1b63	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	0	77	0	0	0	0	0	0	0
b3eac88b10de94a26e75c558e1d17643	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__UBA5150; s__UBA5150 sp002792275	0	0	0	0	0	0	77	0	0	0	0	0	0	0
efdded03e76772ef92cfbc9273e17634	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales	0	0	0	0	0	0	77	0	0	0	0	0	0	0
1473d28c6393c46338e9cb55b6eb97f1	d__Bacteria	0	0	0	0	0	0	0	77	0	0	0	0	0	0
7d19faa85397df6c2ea4607e0f1e2992	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	77	0	0	0	0
64dba10fee984cd30db4be08e4946827	d__Bacteria	0	0	0	0	0	0	0	0	0	0	77	0	0	0
d0d00655e08da3a0309987f5defdde21	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0	0	0	0	0	0	0	0	0	0	77	0	0	0
0f665a221a91b6e91b9e4e2ef24ee499	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	0	0	77	0
d72cfc9bc9f48da732b5da1fc729c4c8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	77
bcacce05cafcf6876198eb89576eab45	d__Bacteria	0	0	76	0	0	0	0	0	0	0	0	0	0	0
e526c209db0015af3076823839ab5619	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae	0	0	0	76	0	0	0	0	0	0	0	0	0	0
4f8565de64b18cff1cf5bf4dd1d8d209	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__	0	0	0	76	0	0	0	0	0	0	0	0	0	0
b338626330da342d6c05294fd330c3b5	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae	0	0	0	0	76	0	0	0	0	0	0	0	0	0
8ae4a4b072644e75745f2cc9e7c0e0dc	d__Bacteria	0	0	0	0	0	76	0	0	0	0	0	0	0	0
